YEAR_NBR,GENDER_CD,AGE_GROUP_CD,UC_NIV1,UC_NIV2,UC_NIV3,UC_NIV4,UC_CD,TOT_DEATHS_AMT,STD_DEATHS_NBR
2023,2,65,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E65-E68: vetzucht en andere overvoeding,E66: vetzucht,E662: extreme vetzucht met alveolaire hypoventilatie,E662,1,0.0275
2023,2,75,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I74: arteriële embolie en trombose,I741: embolie en trombose van overige en niet gespecificeerde delen van aorta,I741,1,0.028
2023,1,85,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I51: complicaties en slecht omschreven hartziekten,"I513: intracardiale trombose, niet elders geclassificeerd",I513,1,0.0285
2023,2,35,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I51: complicaties en slecht omschreven hartziekten,I518: overige slecht omschreven hartziekten,I518,1,0.035
2023,2,65,K00-K93: ziekten van spijsverteringsstelsel,K40-K46: hernia,K46: niet gespecificeerde buikbreuk,"K469: niet gespecificeerde buikbreuken, zonder obstructie of gangreen",K469,1,0.0275
2023,1,70,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I63: cerebraal infarct,I635: cerebraal infarct door niet gespecificeerde occlusie of stenose van cerebrale arteriën,I635,3,0.09
2023,1,75,M00-M99: ziekten van botspierstelsel en bindweefsel,M60-M79: aandoeningen van weke delen,M72: fibroblastaire aandoeningen,M726: necrotiserende fasciitis,M726,3,0.092
2023,2,80,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X59: blootstelling aan niet gespecificeerde factor,X599: blootstelling aan niet gespecificeerde factor - niet gespecificeerde plaats,X599,12,0.275
2023,2,55,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I62: overige niet-traumatische intracraniale bloeding,"I629: intracraniale bloeding (niet-traumatisch), niet gespecificeerd",I629,5,0.1365
2023,2,80,M00-M99: ziekten van botspierstelsel en bindweefsel,M80-M94: osteopathieën en chondropathieën,M80: osteoporose met pathologische fractuur,M809: niet gespecificeerde osteoporose met pathologische fractuur,M809,6,0.1375
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,I10-I15: hypertensieve ziekten,I11: hypertensieve hartziekte,I110: hypertensieve hartziekte met (congestieve) hartdecompensatie,I110,12,0.4616
2023,2,80,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E10-E14: diabetes mellitus,E11: niet-insuline-afhankelijke diabetes mellitus,E119: niet-insuline-afhankelijke diabetes mellitus zonder complicaties,E119,4,0.0925
2023,2,95,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C79: maligne neoplasma zonder gespecificeerde lokalisatie,C800: maligne neoplasma zonder gespecificeerde lokalisatie (expliciet zo gemeld),C800,4,0.0652
2023,1,60,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I71: aneurysma en dissectie van aorta,"I718: aneurysma van niet gespecificeerd deel van aorta, met ruptuur",I718,2,0.054
2023,1,90,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,"R57: shock, niet elders geclassificeerd","R579: shock, niet gespecificeerd",R579,2,0.0768
2023,1,85,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I47: paroxysmale tachycardie,I472: ventriculaire tachycardie,I472,2,0.0555
2023,2,80,K00-K93: ziekten van spijsverteringsstelsel,K35-K38: ziekten van appendix,"K37: appendicitis, niet gespecificeerd",,K37,1,0.0225
2023,2,60,M00-M99: ziekten van botspierstelsel en bindweefsel,M00-M25: artropathieën,"M25: overige gewrichtsaandoeningen, niet elders geclassificeerd","M259: gewrichtsaandoening, niet gespecificeerd",M259,1,0.024
2023,2,85,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D39: neoplasma met onzeker of onbekend gedrag van vrouwelijke geslachtsorganen,D391: ovarium,D391,1,0.018
2023,1,35,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I45: overige geleidingsstoornissen,I458: overige gespecificeerde geleidingsstoornissen,I458,1,0.035
2023,1,0,P00-P96: bepaalde aandoeningen die hun oorsprong hebben in perinatale periode,P20-P29: aandoeningen van ademhalingsstelsel en van hart en vaatstelsel specifiek voor perinatale periode,"P27: chronische respiratoire aandoening, ontstaan in perinatale periode","P271: bronchopulmonale dysplasie, ontstaan in perinatale periode",P271,1,0.031
2023,2,90,N00-N99: ziekten van urogenitaal stelsel,N10-N16: tubulo-interstitiële nierziekten,"N12: tubulo-interstitiële nefritis, niet gespecificeerd als acuut of chronisch",,N12,43,0.7816
2023,1,85,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A46: erysipelas,,A46,7,0.195
2023,1,85,J00-J99: ziekten van ademhalingsstelsel,J80-J84: overige respiratoire aandoeningen die hoofdzakelijk interstitium aantasten,J84: overige interstitiële longziekten,J841: overige interstitiële longziekten met fibrose,J841,29,0.8085
2023,2,95,F00-F99: psychische stoornissen en gedragsstoornissen,"F00-F09: organische, inclusief symptomatische, psychische stoornissen",F01: vasculaire dementie,"F019: vasculaire dementie, niet gespecificeerd",F019,17,0.2774
2023,2,90,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K80: cholelithiasis,K802: galblaassteen zonder cholecystitis,K802,2,0.036
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,I10-I15: hypertensieve ziekten,I11: hypertensieve hartziekte,I119: hypertensieve hartziekte zonder (congestieve) hartdecompensatie,I119,3,0.0525
2023,2,30,G00-G99: ziekten van zenuwstelsel,G70-G73: ziekten van neuromusculaire overgang en spieren,G71: primaire spieraandoeningen,G710: spierdystrofie,G710,1,0.0325
2023,1,65,I00-I99: ziekten van hart en vaatstelsel,I95-I99: overige en niet gespecificeerde aandoeningen van hart en vaatstelsel,I99: overige en niet gespecificeerde aandoeningen van hart en vaatstelsel,,I99,1,0.0275
2023,1,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C13: maligne neoplasma van hypofarynx,"C139: hypofarynx, niet gespecificeerd",C139,3,0.092
2023,1,90,J00-J99: ziekten van ademhalingsstelsel,J90-J94: overige aandoeningen van pleura,J94: overige aandoeningen van pleura,"J949: aandoening van pleura, niet gespecificeerd",J949,1,0.0384
2023,1,45,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I35: niet-reumatische aortaklepaandoeningen,"I359: aortaklepaandoening, niet gespecificeerd",I359,1,0.035
2023,2,70,D50-D89: ziekten van bloed en bloedvormende organen en bepaalde aandoeningen van immuunsysteem,"D65-D69: stollingsstoornissen, purpura en overige hemorragische aandoeningen",D68: overige stollingsstoornissen,"D689: stollingsstoornis, niet gespecificeerd",D689,1,0.03
2023,1,85,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,G930: cerebrale cysten,G930,1,0.0285
2023,2,95,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,"I64: beroerte, niet gespecificeerd als bloeding of infarct",,I64,143,2.3342
2023,2,60,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C22: maligne neoplasma van lever en intrahepatische galwegen,C220: levercelcarcinoom,C220,3,0.078
2023,2,75,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R95-R99: onvolledig omschreven en onbekende oorzaken van sterfte,R98: overlijden buiten aanwezigheid van anderen,,R98,9,0.24
2023,2,90,A00-B99: infectieziekten en parasitaire aandoeningen,B25-B34: overige virusziekten,B34: virusinfectie van niet gespecificeerde lokalisatie,B348: overige gespecificeerde virusinfecties van niet gespecificeerde lokalisatie,B348,16,0.2912
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,I10-I15: hypertensieve ziekten,I13: hypertensieve hart- én nierziekte,I130: hypertensieve hart-  én nierziekte met (congestieve) hartdecompensatie,I130,4,0.1536
2023,1,90,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,"D47: overige neoplasmata met onzeker of onbekend gedrag van lymfoïd, hematopoëtisch en verwant weefsel",D473: essentiële (hemorragische) trombocytemie,D473,2,0.0768
2023,2,85,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,"R57: shock, niet elders geclassificeerd",R570: cardiogene shock,R570,3,0.0525
2023,1,70,I00-I99: ziekten van hart en vaatstelsel,I05-I09: chronische reumatische hartziekten,I05: reumatische aandoeningen van mitralisklep,"I059: aandoening van mitralisklep, niet gespecificeerd",I059,2,0.06
2023,2,0,P00-P96: bepaalde aandoeningen die hun oorsprong hebben in perinatale periode,P20-P29: aandoeningen van ademhalingsstelsel en van hart en vaatstelsel specifiek voor perinatale periode,"P27: chronische respiratoire aandoening, ontstaan in perinatale periode","P271: bronchopulmonale dysplasie, ontstaan in perinatale periode",P271,1,0.032
2023,1,0,P00-P96: bepaalde aandoeningen die hun oorsprong hebben in perinatale periode,P00-P04: gevolgen voor foetus en pasgeborene door factoren van moeder en door complicaties van zwangerschap en bevalling,P01: gevolgen voor foetus en pasgeborene door zwangerschapscomplicaties bij moeder,P010: gevolgen voor foetus en pasgeborene door cervixinsufficiëntie,P010,2,0.061
2023,2,65,F00-F99: psychische stoornissen en gedragsstoornissen,F10-F19: psychische stoornissen en gedragsstoornissen door gebruik van psychoactieve middelen,F10: psychische stoornissen en gedragsstoornissen door gebruik van alcohol,"F106: psychische stoornissen en gedragsstoornissen door gebruik van alcohol, amnestisch syndroom",F106,1,0.0275
2023,2,45,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A49: bacteriële infectie van niet gespecificeerde lokalisatie,"A490: stafylokokkeninfectie, niet gespecificeerd",A490,1,0.035
2023,2,55,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C69: maligne neoplasma van oog en adnexen,"C699: oog, niet gespecificeerd",C699,1,0.026
2023,1,90,D50-D89: ziekten van bloed en bloedvormende organen en bepaalde aandoeningen van immuunsysteem,D55-D59: hemolytische anemieën,D58: overige hereditaire hemolytische anemieën,"D589: hereditaire hemolytische anemie, niet gespecificeerd",D589,1,0.0384
2023,2,65,J00-J99: ziekten van ademhalingsstelsel,J09-J18: influenza en pneumonie,"J18: pneumonie, organisme niet gespecificeerd","J181: lobaire pneumonie, niet gespecificeerd",J181,1,0.0275
2023,1,50,F00-F99: psychische stoornissen en gedragsstoornissen,"F20-F29: schizofrenie, schizotypische stoornissen en waanstoornissen",F20: schizofrenie,"F209: schizofrenie, niet gespecificeerd",F209,1,0.028
2023,1,50,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,"X41: onopzettelijke vergiftiging door en blootstelling aan anti-epileptica, sedativa, hypnotica, antiparkinsonmiddelen en psychotrope geneesmiddelen, niet elders geclassificeerd",,X41,1,0.028
2023,2,50,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I49: overige hartritmestoornissen,"I499: ritmestoornis, niet gespecificeerd",I499,2,0.063
2023,1,65,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R00-R09: symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R09: overige symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R092: ademhalingsstilstand,R092,16,0.451
2023,1,65,N00-N99: ziekten van urogenitaal stelsel,N17-N19: nierinsufficiëntie,N18: chronische nierziekte,"N185: chronische nierziekte, stadium 5",N185,4,0.11
2023,1,90,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C95: leukemie van niet gespecificeerd celtype,"C959: leukemie, niet gespecificeerd",C959,5,0.192
2023,2,75,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I35: niet-reumatische aortaklepaandoeningen,"I359: aortaklepaandoening, niet gespecificeerd",I359,3,0.08
2023,1,35,G00-G99: ziekten van zenuwstelsel,G40-G47: aandoeningen met episodisch en paroxysmaal verloop,G40: epilepsie,"G409: epilepsie, niet gespecificeerd",G409,2,0.063
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I74: arteriële embolie en trombose,I749: embolie en trombose van niet gespecificeerde arterie,I749,4,0.0705
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,"C38: maligne neoplasma van hart, mediastinum en pleura","C383: mediastinum, deel niet gespecificeerd",C383,2,0.052
2023,2,45,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,"Y30: vallen, springen of geduwd worden van een hooggelegen plaats - opzet niet bepaald",,Y30,1,0.035
2023,1,80,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E10-E14: diabetes mellitus,E11: niet-insuline-afhankelijke diabetes mellitus,E115: niet-insuline-afhankelijke diabetes mellitus met complicaties van perifere circulatie,E115,1,0.03
2023,2,0,"Q00-Q99: congenitale afwijkingen, misvormingen en chromosoomafwijkingen",Q65-Q79: congenitale misvormingen van botspierstelsel,"Q79: congenitale misvormingen van botspierstelsel, niet elders geclassificeerd",Q790: congenitale hernia diaphragmatica,Q790,1,0.032
2023,2,65,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,"A48: overige bacteriële ziekten, niet elders geclassificeerd",A481: legionellose [veteranenziekte],A481,1,0.0275
2023,2,40,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E65-E68: vetzucht en andere overvoeding,E66: vetzucht,"E669: vetzucht, niet gespecificeerd",E669,1,0.035
2023,1,35,G00-G99: ziekten van zenuwstelsel,G80-G83: cerebrale paralyse en overige paralytische syndromen,G82: paraplegie en tetraplegie,"G822: paraplegie, niet gespecificeerd",G822,1,0.035
2023,2,75,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I77: overige aandoeningen van arteriën en arteriolen,"I779: aandoening van arteriën en arteriolen, niet gespecificeerd",I779,1,0.028
2023,1,95,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C19: maligne neoplasma van overgang van sigmoïd in rectum,,C19,1,0.0504
2023,2,90,J00-J99: ziekten van ademhalingsstelsel,J20-J22: overige acute infecties van onderste luchtwegen,J20: acute bronchitis,J208: acute bronchitis door overige gespecificeerde organismen,J208,1,0.0184
2023,1,70,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I25: chronische ischemische hartziekte,I258: overige gespecificeerde vormen van chronische ischemische hartziekte,I258,1,0.03
2023,1,80,K00-K93: ziekten van spijsverteringsstelsel,K40-K46: hernia,K40: hernia inguinalis,"K403: enkelzijdige of niet gespecificeerde hernia inguinalis, met obstructie, zonder gangreen",K403,1,0.03
2023,1,90,J00-J99: ziekten van ademhalingsstelsel,J09-J18: influenza en pneumonie,"J12: viruspneumonie, niet elders geclassificeerd",J122: pneumonie door parainfluenzavirus,J122,1,0.0384
2023,2,45,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C19: maligne neoplasma van overgang van sigmoïd in rectum,,C19,1,0.035
2023,2,30,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I21: acuut myocardinfarct,"I219: acuut myocardinfarct, niet gespecificeerd",I219,1,0.0325
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I51: complicaties en slecht omschreven hartziekten,I515: myocarddegeneratie,I515,1,0.018
2023,2,60,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C19: maligne neoplasma van overgang van sigmoïd in rectum,,C19,1,0.024
2023,2,40,"Q00-Q99: congenitale afwijkingen, misvormingen en chromosoomafwijkingen",Q80-Q89: overige congenitale misvormingen,Q87: overige gespecificeerde congenitale gestoorde-ontwikkelingssyndromen waarbij multipele orgaansystemen zijn aangedaan,Q871: congenitale gestoorde-ontwikkelingssyndromen voornamelijk gepaard gaande met kleine gestalte,Q871,1,0.035
2023,1,20,V01-Y98: uitwendige oorzaken van ziekte en sterfte,V01-V99: vervoersongevallen,V47: inzittende van auto gewond bij botsing met vast of stilstaand object,"V475: inzittende van auto gewond bij botsing met vast of stilstaand object, bestuurder gewond bij verkeersongeval",V475,1,0.03
2023,2,65,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C34: maligne neoplasma van bronchus en long,"C341: bovenkwab, bronchus of long",C341,3,0.0825
2023,1,60,M00-M99: ziekten van botspierstelsel en bindweefsel,M40-M54: dorsopathieën,M46: overige inflammatoire spondylopathieën,"M464: discitis, niet gespecificeerd",M464,1,0.024
2023,2,50,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,"G939: hersenaandoening, niet gespecificeerd",G939,1,0.028
2023,1,85,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I42: cardiomyopathie,I422: overige hypertrofische cardiomyopathie,I422,1,0.0285
2023,2,80,M00-M99: ziekten van botspierstelsel en bindweefsel,M00-M25: artropathieën,"M25: overige gewrichtsaandoeningen, niet elders geclassificeerd","M259: gewrichtsaandoening, niet gespecificeerd",M259,4,0.0925
2023,1,85,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R00-R09: symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R09: overige symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R090: asfyxie,R090,11,0.306
2023,1,55,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W10: val op en van trappen en treden,,W10,6,0.1625
2023,2,55,V01-Y98: uitwendige oorzaken van ziekte en sterfte,V01-V99: vervoersongevallen,"V89: ongeval met gemotoriseerd of niet-gemotoriseerd voertuig, soort voertuig niet gespecificeerd","V892: persoon gewond bij ongeval met niet gespecificeerd motorvoertuig, verkeersongeval",V892,3,0.0845
2023,1,80,M00-M99: ziekten van botspierstelsel en bindweefsel,M00-M25: artropathieën,M19: overige artrose,"M199: artrose, niet gespecificeerd",M199,2,0.06
2023,1,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C09: maligne neoplasma van tonsil,"C099: tonsil, niet gespecificeerd",C099,2,0.06
2023,2,95,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I21: acuut myocardinfarct,"I219: acuut myocardinfarct, niet gespecificeerd",I219,74,1.2078
2023,2,70,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I21: acuut myocardinfarct,I211: acuut transmuraal myocardinfarct van onderwand,I211,5,0.14
2023,1,65,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,"I64: beroerte, niet gespecificeerd als bloeding of infarct",,I64,22,0.616
2023,2,90,N00-N99: ziekten van urogenitaal stelsel,N30-N39: overige aandoeningen van urinewegen,N30: cystitis,N300: acute cystitis,N300,1,0.0184
2023,1,0,"Q00-Q99: congenitale afwijkingen, misvormingen en chromosoomafwijkingen",Q65-Q79: congenitale misvormingen van botspierstelsel,Q78: overige osteochondrodysplasieën,Q788: overige gespecificeerde osteochondrodysplasieën,Q788,1,0.031
2023,1,60,G00-G99: ziekten van zenuwstelsel,G20-G26: extrapiramidale aandoeningen en aandoeningen met abnormale bewegingen,G20: ziekte van parkinson,,G20,12,0.312
2023,2,55,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,Y34: niet gespecificeerde gebeurtenis - opzet niet bepaald,,Y34,13,0.3575
2023,1,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C92: myeloïde leukemie,C920: acute myeloblastenleukemie (aml),C920,18,0.55
2023,1,70,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I49: overige hartritmestoornissen,"I499: ritmestoornis, niet gespecificeerd",I499,13,0.395
2023,2,85,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K56: paralytische ileus en darmobstructie zonder hernia,K565: darmadhesies [darmstrengen] met obstructie,K565,2,0.0345
2023,2,80,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A49: bacteriële infectie van niet gespecificeerde lokalisatie,"A499: bacteriële infectie, niet gespecificeerd",A499,2,0.045
2023,1,60,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C10: maligne neoplasma van orofarynx,"C109: orofarynx, niet gespecificeerd",C109,5,0.132
2023,2,55,D50-D89: ziekten van bloed en bloedvormende organen en bepaalde aandoeningen van immuunsysteem,"D65-D69: stollingsstoornissen, purpura en overige hemorragische aandoeningen",D65: gedissemineerde intravasculaire stolling [defibrinatiesyndroom],,D65,2,0.052
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C44: overige maligne neoplasmata van huid,"C449: maligne neoplasma van huid, niet gespecificeerd",C449,1,0.028
2023,2,80,G00-G99: ziekten van zenuwstelsel,G20-G26: extrapiramidale aandoeningen en aandoeningen met abnormale bewegingen,G21: secundair parkinsonisme,G214: vasculair parkinsonisme,G214,1,0.0225
2023,2,70,M00-M99: ziekten van botspierstelsel en bindweefsel,M80-M94: osteopathieën en chondropathieën,M86: osteomyelitis,"M869: osteomyelitis, niet gespecificeerd",M869,1,0.03
2023,1,80,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd","R40-R46: symptomen betreffende cognitie, perceptie, en emotionele toestand en gedrag",R41: overige symptomen betreffende cognitieve functies en bewustzijn,R418: overige en niet gespecificeerde symptomen betreffende cognitieve functies en bewustzijn,R418,1,0.03
2023,1,65,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I42: cardiomyopathie,I420: cardiomyopathie met hartdilatatie (niet-obstructief),I420,1,0.0275
2023,2,45,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,R68: overige algemene symptomen,R688: overige gespecificeerde algemene symptomen,R688,1,0.035
2023,2,60,D50-D89: ziekten van bloed en bloedvormende organen en bepaalde aandoeningen van immuunsysteem,"D65-D69: stollingsstoornissen, purpura en overige hemorragische aandoeningen",D69: purpura en overige hemorragische aandoeningen,D695: secundaire trombocytopenie,D695,1,0.024
2023,1,80,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W10: val op en van trappen en treden,,W10,8,0.2425
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I25: chronische ischemische hartziekte,"I259: chronische ischemische hartziekte, niet gespecificeerd",I259,46,1.7688
2023,1,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C43: maligne melanoom van huid,"C439: maligne melanoom van huid, niet gespecificeerd",C439,13,0.4
2023,2,85,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K56: paralytische ileus en darmobstructie zonder hernia,K562: volvulus,K562,5,0.0885
2023,1,70,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,"G939: hersenaandoening, niet gespecificeerd",G939,3,0.09
2023,1,85,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D43: neoplasma met onzeker of onbekend gedrag van hersenen en centraal zenuwstelsel,"D432: hersenen, niet gespecificeerd",D432,8,0.2235
2023,2,90,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D43: neoplasma met onzeker of onbekend gedrag van hersenen en centraal zenuwstelsel,"D432: hersenen, niet gespecificeerd",D432,3,0.0544
2023,1,85,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C73: maligne neoplasma van schildklier,,C73,5,0.1395
2023,1,75,K00-K93: ziekten van spijsverteringsstelsel,K90-K93: overige ziekten van spijsverteringsstelsel,K92: overige ziekten van spijsverteringsstelsel,K920: haematemesis,K920,1,0.032
2023,1,60,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I61: intracerebrale bloeding,I613: intracerebrale bloeding in hersenstam,I613,1,0.024
2023,2,60,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X45: onopzettelijke vergiftiging door en blootstelling aan alcohol,,X45,1,0.024
2023,1,45,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C25: maligne neoplasma van pancreas,C250: pancreaskop,C250,1,0.035
2023,1,60,G00-G99: ziekten van zenuwstelsel,G60-G64: polyneuropathieën en overige aandoeningen van perifeer zenuwstelsel,G61: inflammatoire polyneuropathie,G610: syndroom van guillain-barré,G610,1,0.024
2023,1,60,G00-G99: ziekten van zenuwstelsel,G30-G32: overige degeneratieve ziekten van zenuwstelsel,"G31: overige degeneratieve ziekten van zenuwstelsel, niet elders geclassificeerd","G319: degeneratieve ziekte van zenuwstelsel, niet gespecificeerd",G319,1,0.024
2023,1,55,"Q00-Q99: congenitale afwijkingen, misvormingen en chromosoomafwijkingen",Q20-Q28: congenitale misvormingen van hartenvaatstelsel,Q27: overige congenitale misvormingen van perifeer vaatstelsel,Q273: perifere arterioveneuze misvorming,Q273,1,0.026
2023,2,80,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I61: intracerebrale bloeding,"I611: intracerebrale bloeding in hemisfeer, corticaal",I611,1,0.0225
2023,2,95,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W78: inhalatie van maaginhoud,,W78,1,0.0164
2023,2,80,D50-D89: ziekten van bloed en bloedvormende organen en bepaalde aandoeningen van immuunsysteem,D70-D77: overige ziekten van bloed en bloedvormende organen,D75: overige ziekten van bloed en bloedvormende organen,D758: overige gespecificeerde ziekten van bloed en bloedvormende organen,D758,1,0.0225
2023,2,50,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E70-E90: stofwisselingsstoornissen,E85: amyloïdose,E854: amyloïdose beperkt tot orgaan,E854,1,0.028
2023,2,60,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R00-R09: symptomen betreffende hart en vaatstelsel en ademhalingsstelsel,R06: afwijkingen van ademhaling,R060: dyspnoe,R060,1,0.024
2023,2,90,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D37: neoplasma met onzeker of onbekend gedrag van mondholte en tractus digestivus,D377: overige gespecificeerde organen van tractus digestivus,D377,22,0.4
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I50: hartdecompensatie,"I509: hartdecompensatie, niet gespecificeerd",I509,398,15.3056
2023,2,65,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E10-E14: diabetes mellitus,E11: niet-insuline-afhankelijke diabetes mellitus,E117: niet-insuline-afhankelijke diabetes mellitus met multipele complicaties,E117,2,0.055
